chip_id,month
0140e251,1
0140e251,2
0140e251,3
0140e251,4
0140e251,5
0140e251,6
0140e251,7
0140e251,8
0140e251,9
0140e251,10
0140e251,11
01417893,0
01417893,1
01417893,2
01417893,3
01417893,4
01417893,5
01417893,6
01417893,7
01417893,8
01417893,9
01417893,10
01417893,11
0147ad59,0
0147ad59,1
0147ad59,2
0147ad59,3
0147ad59,4
0147ad59,5
0147ad59,6
0147ad59,7
0147ad59,8
0147ad59,9
0147ad59,10
0147ad59,11
014e57fe,0
014e57fe,1
014e57fe,2
014e57fe,3
014e57fe,4
014e57fe,5
014e57fe,6
014e57fe,7
014e57fe,8
014e57fe,9
014e57fe,10
014e57fe,11
01503e8a,0
01503e8a,1
01503e8a,2
01503e8a,3
01503e8a,4
01503e8a,5
01503e8a,6
01503e8a,7
01503e8a,8
01503e8a,9
01503e8a,10
01503e8a,11
01567168,0
01567168,1
01567168,2
01567168,3
01567168,4
01567168,5
01567168,6
01567168,7
01567168,8
01567168,9
01567168,10
01567168,11
0157cf88,0
0157cf88,1
0157cf88,2
0157cf88,3
0157cf88,4
0157cf88,5
0157cf88,6
0157cf88,7
0157cf88,8
0157cf88,9
0157cf88,10
0157cf88,11
01583b0f,0
01583b0f,1
01583b0f,2
01583b0f,3
01583b0f,4
01583b0f,5
01583b0f,6
01583b0f,7
01583b0f,8
01583b0f,9
01583b0f,10
01583b0f,11
0177cc36,0
0177cc36,1
0177cc36,2
0177cc36,3
0177cc36,4
0177cc36,5
0177cc36,6
0177cc36,7
0177cc36,8
0177cc36,9
0177cc36,10
0177cc36,11
017f206b,0
017f206b,1
017f206b,2
017f206b,3
017f206b,4
017f206b,5
017f206b,6
017f206b,7
017f206b,8
017f206b,9
017f206b,10
017f206b,11
01829c8b,0
01829c8b,1
01829c8b,2
01829c8b,3
01829c8b,4
01829c8b,5
01829c8b,6
01829c8b,7
01829c8b,8
01829c8b,9
01829c8b,10
01829c8b,11
018df98c,0
018df98c,1
018df98c,2
018df98c,3
018df98c,4
018df98c,5
018df98c,6
018df98c,7
018df98c,8
018df98c,9
018df98c,10
018df98c,11
0193cab1,0
0193cab1,1
0193cab1,2
0193cab1,3
0193cab1,4
0193cab1,5
0193cab1,6
0193cab1,7
0193cab1,8
0193cab1,9
0193cab1,10
0193cab1,11
01a92708,0
01a92708,1
01a92708,2
01a92708,3
01a92708,4
01a92708,5
01a92708,6
01a92708,7
01a92708,8
01a92708,9
01a92708,10
01a92708,11
01ac99fb,0
01ac99fb,1
01ac99fb,2
01ac99fb,3
01ac99fb,4
01ac99fb,5
01ac99fb,6
01ac99fb,7
01ac99fb,8
01ac99fb,9
01ac99fb,10
01ac99fb,11
01b0ad1c,0
01b0ad1c,1
01b0ad1c,2
01b0ad1c,3
01b0ad1c,4
01b0ad1c,5
01b0ad1c,6
01b0ad1c,7
01b0ad1c,8
01b0ad1c,9
01b0ad1c,10
01b0ad1c,11
01b7f786,0
01b7f786,1
01b7f786,2
01b7f786,3
01b7f786,4
01b7f786,5
01b7f786,6
01b7f786,7
01b7f786,8
01b7f786,9
01b7f786,10
01b7f786,11
01bc24f4,0
01bc24f4,1
01bc24f4,2
01bc24f4,3
01bc24f4,4
01bc24f4,5
01bc24f4,6
01bc24f4,7
01bc24f4,8
01bc24f4,9
01bc24f4,10
01bc24f4,11
01ccc4cf,0
01ccc4cf,1
01ccc4cf,2
01ccc4cf,3
01ccc4cf,4
01ccc4cf,5
01ccc4cf,6
01ccc4cf,7
01ccc4cf,8
01ccc4cf,9
01ccc4cf,10
01ccc4cf,11
01ce06f5,0
01ce06f5,1
01ce06f5,2
01ce06f5,3
01ce06f5,4
01ce06f5,5
01ce06f5,6
01ce06f5,7
01ce06f5,8
01ce06f5,9
01ce06f5,10
01ce06f5,11
01e1a71e,0
01e1a71e,1
01e1a71e,2
01e1a71e,3
01e1a71e,4
01e1a71e,5
01e1a71e,6
01e1a71e,7
01e1a71e,8
01e1a71e,9
01e1a71e,10
01e1a71e,11
01ea0701,0
01ea0701,1
01ea0701,2
01ea0701,3
01ea0701,4
01ea0701,5
01ea0701,6
01ea0701,7
01ea0701,8
01ea0701,9
01ea0701,10
01ea0701,11
01edae7b,0
01edae7b,1
01edae7b,2
01edae7b,3
01edae7b,4
01edae7b,5
01edae7b,6
01edae7b,7
01edae7b,8
01edae7b,9
01edae7b,10
01edae7b,11
01f1fef8,0
01f1fef8,1
01f1fef8,2
01f1fef8,3
01f1fef8,4
01f1fef8,5
01f1fef8,6
01f1fef8,7
01f1fef8,8
01f1fef8,9
01f1fef8,10
01f1fef8,11
01f32968,0
01f32968,1
01f32968,2
01f32968,3
01f32968,4
01f32968,5
01f32968,6
01f32968,7
01f32968,8
01f32968,9
01f32968,10
01f32968,11
01f7f810,0
01f7f810,1
01f7f810,2
01f7f810,3
01f7f810,4
01f7f810,5
01f7f810,6
01f7f810,7
01f7f810,8
01f7f810,9
01f7f810,10
01f7f810,11
01fb0167,0
01fb0167,1
01fb0167,2
01fb0167,3
01fb0167,4
01fb0167,5
01fb0167,6
01fb0167,7
01fb0167,8
01fb0167,9
01fb0167,10
01fb0167,11
01fec683,0
01fec683,1
01fec683,2
01fec683,3
01fec683,4
01fec683,5
01fec683,6
01fec683,7
01fec683,8
01fec683,9
01fec683,10
01fec683,11
020aefcc,0
020aefcc,1
020aefcc,2
020aefcc,3
020aefcc,4
020aefcc,5
020aefcc,6
020aefcc,7
020aefcc,8
020aefcc,9
020aefcc,10
020aefcc,11
020c0e93,0
020c0e93,1
020c0e93,2
020c0e93,3
020c0e93,4
020c0e93,5
020c0e93,6
020c0e93,7
020c0e93,8
020c0e93,9
020c0e93,10
020c0e93,11
0215bd3a,0
0215bd3a,1
0215bd3a,2
0215bd3a,3
0215bd3a,4
0215bd3a,5
0215bd3a,6
0215bd3a,7
0215bd3a,8
0215bd3a,9
0215bd3a,10
0215bd3a,11
02168744,0
02168744,1
02168744,2
02168744,3
02168744,4
02168744,5
02168744,6
02168744,7
02168744,8
02168744,9
02168744,10
02168744,11
021a5ed3,0
021a5ed3,1
021a5ed3,2
021a5ed3,3
021a5ed3,4
021a5ed3,5
021a5ed3,6
021a5ed3,7
021a5ed3,8
021a5ed3,9
021a5ed3,10
021a5ed3,11
0226c804,0
0226c804,1
0226c804,2
0226c804,3
0226c804,4
0226c804,5
0226c804,6
0226c804,7
0226c804,8
0226c804,9
0226c804,10
0226c804,11
0226fb18,0
0226fb18,1
0226fb18,2
0226fb18,3
0226fb18,4
0226fb18,5
0226fb18,6
0226fb18,7
0226fb18,8
0226fb18,9
0226fb18,10
0226fb18,11
022b4d29,0
022b4d29,1
022b4d29,2
022b4d29,3
022b4d29,4
022b4d29,5
022b4d29,6
022b4d29,7
022b4d29,8
022b4d29,9
022b4d29,10
022b4d29,11
02374617,0
02374617,1
02374617,2
02374617,3
02374617,4
02374617,5
02374617,6
02374617,7
02374617,8
02374617,9
02374617,10
02374617,11
023bff29,0
023bff29,1
023bff29,2
023bff29,3
023bff29,4
023bff29,5
023bff29,6
023bff29,7
023bff29,8
023bff29,9
023bff29,10
023bff29,11
023f5e10,0
023f5e10,1
023f5e10,2
023f5e10,3
023f5e10,4
023f5e10,5
023f5e10,6
023f5e10,7
023f5e10,8
023f5e10,9
023f5e10,10
023f5e10,11
02400329,0
02400329,1
02400329,2
02400329,3
02400329,4
02400329,5
02400329,6
02400329,7
02400329,8
02400329,9
02400329,10
02400329,11
02546e15,0
02546e15,1
02546e15,2
02546e15,3
02546e15,4
02546e15,5
02546e15,6
02546e15,7
02546e15,8
02546e15,9
02546e15,10
02546e15,11
025b36b1,0
025b36b1,1
025b36b1,2
025b36b1,3
025b36b1,4
025b36b1,5
025b36b1,6
025b36b1,7
025b36b1,8
025b36b1,9
025b36b1,10
025b36b1,11
02613007,0
02613007,1
02613007,2
02613007,3
02613007,4
02613007,5
02613007,6
02613007,7
02613007,8
02613007,9
02613007,10
02613007,11
026f95cb,0
026f95cb,1
026f95cb,2
026f95cb,3
026f95cb,4
026f95cb,5
026f95cb,6
026f95cb,7
026f95cb,8
026f95cb,9
026f95cb,10
026f95cb,11
02763d7a,0
02763d7a,1
02763d7a,2
02763d7a,3
02763d7a,4
02763d7a,5
02763d7a,6
02763d7a,7
02763d7a,8
02763d7a,9
02763d7a,10
02763d7a,11
027a4ff4,0
027a4ff4,1
027a4ff4,2
027a4ff4,3
027a4ff4,4
027a4ff4,5
027a4ff4,6
027a4ff4,7
027a4ff4,8
027a4ff4,9
027a4ff4,10
027a4ff4,11
027d9c04,0
027d9c04,1
027d9c04,2
027d9c04,3
027d9c04,4
027d9c04,5
027d9c04,6
027d9c04,7
027d9c04,8
027d9c04,9
027d9c04,10
027d9c04,11
0287b450,0
0287b450,1
0287b450,2
0287b450,3
0287b450,4
0287b450,5
0287b450,6
0287b450,7
0287b450,8
0287b450,9
0287b450,10
0287b450,11
0291ee27,0
0291ee27,1
0291ee27,2
0291ee27,3
0291ee27,4
0291ee27,5
0291ee27,6
0291ee27,7
0291ee27,8
0291ee27,9
0291ee27,10
0291ee27,11
02a1dc68,0
02a1dc68,1
02a1dc68,2
02a1dc68,3
02a1dc68,4
02a1dc68,5
02a1dc68,6
02a1dc68,7
02a1dc68,8
02a1dc68,9
02a1dc68,10
02a1dc68,11
02a603ee,0
02a603ee,1
02a603ee,2
02a603ee,3
02a603ee,4
02a603ee,5
02a603ee,6
02a603ee,7
02a603ee,8
02a603ee,9
02a603ee,10
02a603ee,11
02a7f72f,0
02a7f72f,1
02a7f72f,2
02a7f72f,3
02a7f72f,4
02a7f72f,5
02a7f72f,6
02a7f72f,7
02a7f72f,8
02a7f72f,9
02a7f72f,10
02a7f72f,11
02b4ce68,0
02b4ce68,1
02b4ce68,2
02b4ce68,3
02b4ce68,4
02b4ce68,5
02b4ce68,6
02b4ce68,7
02b4ce68,8
02b4ce68,9
02b4ce68,10
02b4ce68,11
02c460be,0
02c460be,1
02c460be,2
02c460be,3
02c460be,4
02c460be,5
02c460be,6
02c460be,7
02c460be,8
02c460be,9
02c460be,10
02c460be,11
02ceef52,0
02ceef52,1
02ceef52,2
02ceef52,3
02ceef52,4
02ceef52,5
02ceef52,6
02ceef52,7
02ceef52,8
02ceef52,9
02ceef52,10
02ceef52,11
02d8f406,0
02d8f406,1
02d8f406,2
02d8f406,3
02d8f406,4
02d8f406,5
02d8f406,6
02d8f406,7
02d8f406,8
02d8f406,9
02d8f406,10
02d8f406,11
02de88e0,0
02de88e0,1
02de88e0,2
02de88e0,3
02de88e0,4
02de88e0,5
02de88e0,6
02de88e0,7
02de88e0,8
02de88e0,9
02de88e0,10
02de88e0,11
02ea400e,0
02ea400e,1
02ea400e,2
02ea400e,3
02ea400e,4
02ea400e,5
02ea400e,6
02ea400e,7
02ea400e,8
02ea400e,9
02ea400e,10
02ea400e,11
02f46de1,0
02f46de1,1
02f46de1,2
02f46de1,3
02f46de1,4
02f46de1,5
02f46de1,6
02f46de1,7
02f46de1,8
02f46de1,9
02f46de1,10
02f46de1,11
02f855f0,0
02f855f0,1
02f855f0,2
02f855f0,3
02f855f0,4
02f855f0,5
02f855f0,6
02f855f0,7
02f855f0,8
02f855f0,9
02f855f0,10
02f855f0,11
02f894cc,0
02f894cc,1
02f894cc,2
02f894cc,3
02f894cc,4
02f894cc,5
02f894cc,6
02f894cc,7
02f894cc,8
02f894cc,9
02f894cc,10
02f894cc,11
02fd1e52,0
02fd1e52,1
02fd1e52,2
02fd1e52,3
02fd1e52,4
02fd1e52,5
02fd1e52,6
02fd1e52,7
02fd1e52,8
02fd1e52,9
02fd1e52,10
02fd1e52,11
0300235a,0
0300235a,1
0300235a,2
0300235a,3
0300235a,4
0300235a,5
0300235a,6
0300235a,7
0300235a,8
0300235a,9
0300235a,10
0300235a,11
030da7d1,0
030da7d1,1
030da7d1,2
030da7d1,3
030da7d1,4
030da7d1,5
030da7d1,6
030da7d1,7
030da7d1,8
030da7d1,9
030da7d1,10
030da7d1,11
031fd0f5,0
031fd0f5,1
031fd0f5,2
031fd0f5,3
031fd0f5,4
031fd0f5,5
031fd0f5,6
031fd0f5,7
031fd0f5,8
031fd0f5,9
031fd0f5,10
031fd0f5,11
03224a52,0
03224a52,1
03224a52,2
03224a52,3
03224a52,4
03224a52,5
03224a52,6
03224a52,7
03224a52,8
03224a52,9
03224a52,10
03224a52,11
032a9786,0
032a9786,1
032a9786,2
032a9786,3
032a9786,4
032a9786,5
032a9786,6
032a9786,7
032a9786,8
032a9786,9
032a9786,10
032a9786,11
0331bda3,0
0331bda3,1
0331bda3,2
0331bda3,3
0331bda3,4
0331bda3,5
0331bda3,6
0331bda3,7
0331bda3,8
0331bda3,9
0331bda3,10
0331bda3,11
0332ebf4,0
0332ebf4,1
0332ebf4,2
0332ebf4,3
0332ebf4,4
0332ebf4,5
0332ebf4,6
0332ebf4,7
0332ebf4,8
0332ebf4,9
0332ebf4,10
0332ebf4,11
03419529,0
03419529,1
03419529,2
03419529,3
03419529,4
03419529,5
03419529,6
03419529,7
03419529,8
03419529,9
03419529,10
03419529,11
034c753f,0
034c753f,1
034c753f,2
034c753f,3
034c753f,4
034c753f,5
034c753f,6
034c753f,7
034c753f,8
034c753f,9
034c753f,10
034c753f,11
034d0cd4,0
034d0cd4,1
034d0cd4,2
034d0cd4,3
034d0cd4,4
034d0cd4,5
034d0cd4,6
034d0cd4,7
034d0cd4,8
034d0cd4,9
034d0cd4,10
034d0cd4,11
035858c2,0
035858c2,1
035858c2,2
035858c2,3
035858c2,4
035858c2,5
035858c2,6
035858c2,7
035858c2,8
035858c2,9
035858c2,10
035858c2,11
03660cb2,0
03660cb2,1
03660cb2,2
03660cb2,3
03660cb2,4
03660cb2,5
03660cb2,6
03660cb2,7
03660cb2,8
03660cb2,9
03660cb2,10
03660cb2,11
03696b34,0
03696b34,1
03696b34,2
03696b34,3
03696b34,4
03696b34,5
03696b34,6
03696b34,7
03696b34,8
03696b34,9
03696b34,10
03696b34,11
036d94c9,0
036d94c9,1
036d94c9,2
036d94c9,3
036d94c9,4
036d94c9,5
036d94c9,6
036d94c9,7
036d94c9,8
036d94c9,9
036d94c9,10
036d94c9,11
0375894f,0
0375894f,1
0375894f,2
0375894f,3
0375894f,4
0375894f,5
0375894f,6
0375894f,7
0375894f,8
0375894f,9
0375894f,10
0375894f,11
037a2db9,0
037a2db9,1
037a2db9,2
037a2db9,3
037a2db9,4
037a2db9,5
037a2db9,6
037a2db9,7
037a2db9,8
037a2db9,9
037a2db9,10
037a2db9,11
0384b13c,0
0384b13c,1
0384b13c,2
0384b13c,3
0384b13c,4
0384b13c,5
0384b13c,6
0384b13c,7
0384b13c,8
0384b13c,9
0384b13c,10
0384b13c,11
03862457,0
03862457,1
03862457,2
03862457,3
03862457,4
03862457,5
03862457,6
03862457,7
03862457,8
03862457,9
03862457,10
03862457,11
038a4e2b,0
038a4e2b,1
038a4e2b,2
038a4e2b,3
038a4e2b,4
038a4e2b,5
038a4e2b,6
038a4e2b,7
038a4e2b,8
038a4e2b,9
038a4e2b,10
038a4e2b,11
038d0773,0
038d0773,1
038d0773,2
038d0773,3
038d0773,4
038d0773,5
038d0773,6
038d0773,7
038d0773,8
038d0773,9
038d0773,10
038d0773,11
03adea0f,0
03adea0f,1
03adea0f,2
03adea0f,3
03adea0f,4
03adea0f,5
03adea0f,6
03adea0f,7
03adea0f,8
03adea0f,9
03adea0f,10
03adea0f,11
03b184cc,0
03b184cc,1
03b184cc,2
03b184cc,3
03b184cc,4
03b184cc,5
03b184cc,6
03b184cc,7
03b184cc,8
03b184cc,9
03b184cc,10
03b184cc,11
03b570e4,0
03b570e4,1
03b570e4,2
03b570e4,3
03b570e4,4
03b570e4,5
03b570e4,6
03b570e4,7
03b570e4,8
03b570e4,9
03b570e4,10
03b570e4,11
03b81185,0
03b81185,1
03b81185,2
03b81185,3
03b81185,4
03b81185,5
03b81185,6
03b81185,7
03b81185,8
03b81185,9
03b81185,10
03b81185,11
03bd1b00,0
03bd1b00,1
03bd1b00,2
03bd1b00,3
03bd1b00,4
03bd1b00,5
03bd1b00,6
03bd1b00,7
03bd1b00,8
03bd1b00,9
03bd1b00,10
03bd1b00,11
03bf29fa,0
03bf29fa,1
03bf29fa,2
03bf29fa,3
03bf29fa,4
03bf29fa,5
03bf29fa,6
03bf29fa,7
03bf29fa,8
03bf29fa,9
03bf29fa,10
03bf29fa,11
03cfd5cd,0
03cfd5cd,1
03cfd5cd,2
03cfd5cd,3
03cfd5cd,4
03cfd5cd,5
03cfd5cd,6
03cfd5cd,7
03cfd5cd,8
03cfd5cd,9
03cfd5cd,10
03cfd5cd,11
03e506af,0
03e506af,1
03e506af,2
03e506af,3
03e506af,4
03e506af,5
03e506af,6
03e506af,7
03e506af,8
03e506af,9
03e506af,10
03e506af,11
03f27ce1,0
03f27ce1,1
03f27ce1,2
03f27ce1,3
03f27ce1,4
03f27ce1,5
03f27ce1,6
03f27ce1,7
03f27ce1,8
03f27ce1,9
03f27ce1,10
03f27ce1,11
03f9e229,0
03f9e229,1
03f9e229,2
03f9e229,3
03f9e229,4
03f9e229,5
03f9e229,6
03f9e229,7
03f9e229,8
03f9e229,9
03f9e229,10
03f9e229,11
04011347,0
04011347,1
04011347,2
04011347,3
04011347,4
04011347,5
04011347,6
04011347,7
04011347,8
04011347,9
04011347,10
04011347,11
040ad075,0
040ad075,1
040ad075,2
040ad075,3
040ad075,4
040ad075,5
040ad075,6
040ad075,7
040ad075,8
040ad075,9
040ad075,10
040ad075,11
0410fc55,0
0410fc55,1
0410fc55,2
0410fc55,3
0410fc55,4
0410fc55,5
0410fc55,6
0410fc55,7
0410fc55,8
0410fc55,9
0410fc55,10
0410fc55,11
04203dc4,0
04203dc4,1
04203dc4,2
04203dc4,3
04203dc4,4
04203dc4,5
04203dc4,6
04203dc4,7
04203dc4,8
04203dc4,9
04203dc4,10
04203dc4,11
042c46f9,0
042c46f9,1
042c46f9,2
042c46f9,3
042c46f9,4
042c46f9,5
042c46f9,6
042c46f9,7
042c46f9,8
042c46f9,9
042c46f9,10
042c46f9,11
042dd93c,0
042dd93c,1
042dd93c,2
042dd93c,3
042dd93c,4
042dd93c,5
042dd93c,6
042dd93c,7
042dd93c,8
042dd93c,9
042dd93c,10
042dd93c,11
0436fc40,0
0436fc40,1
0436fc40,2
0436fc40,3
0436fc40,4
0436fc40,5
0436fc40,6
0436fc40,7
0436fc40,8
0436fc40,9
0436fc40,10
0436fc40,11
04392e0c,0
04392e0c,1
04392e0c,2
04392e0c,3
04392e0c,4
04392e0c,5
04392e0c,6
04392e0c,7
04392e0c,8
04392e0c,9
04392e0c,10
04392e0c,11
043d8d0c,0
043d8d0c,1
043d8d0c,2
043d8d0c,3
043d8d0c,4
043d8d0c,5
043d8d0c,6
043d8d0c,7
043d8d0c,8
043d8d0c,9
043d8d0c,10
043d8d0c,11
04411212,0
04411212,1
04411212,2
04411212,3
04411212,4
04411212,5
04411212,6
04411212,7
04411212,8
04411212,9
04411212,10
04411212,11
04447492,0
04447492,1
04447492,2
04447492,3
04447492,4
04447492,5
04447492,6
04447492,7
04447492,8
04447492,9
04447492,10
04447492,11
044fe27e,0
044fe27e,1
044fe27e,2
044fe27e,3
044fe27e,4
044fe27e,5
044fe27e,6
044fe27e,7
044fe27e,8
044fe27e,9
044fe27e,10
044fe27e,11
04719c15,0
04719c15,1
04719c15,2
04719c15,3
